title,url
"Dan Clark Audio E3 Review: Interview, Measurements, Impressions",https://www.head-fi.org/threads/dan-clark-audio-e3-review-interview-measurements-impressions.970772/
HarmonicDyne X Zreviews Eris Discussion,https://www.head-fi.org/threads/harmonicdyne-x-zreviews-eris-discussion.975117/
Audeze LCD-2 Closed,https://www.head-fi.org/threads/audeze-lcd-2-closed.884076/
Sennheiser HD 490 Pro Plus coming?,https://www.head-fi.org/threads/sennheiser-hd-490-pro-plus-coming.971458/
ZMF Auteur Thread,https://www.head-fi.org/threads/zmf-auteur-thread.862918/
Yamaha YH-5000SE — a flagship from an orthodynamic headphones veteran!,https://www.head-fi.org/threads/yamaha-yh-5000se-%E2%80%94-a-flagship-from-an-orthodynamic-headphones-veteran.964970/
best bowl type earpads for grado 325x,https://www.head-fi.org/threads/best-bowl-type-earpads-for-grado-325x.976396/
Rosson Audio : Are they still in business??,https://www.head-fi.org/threads/rosson-audio-are-they-still-in-business.976340/
Meze Audio LIRIC - The portable isodynamic hybrid array headphone,https://www.head-fi.org/threads/meze-audio-liric-the-portable-isodynamic-hybrid-array-headphone.960638/
Audeze - MM-Series - MM-500,https://www.head-fi.org/threads/audeze-mm-series-mm-500.963588/
AKG's new K872?,https://www.head-fi.org/threads/akgs-new-k872.803263/
Sony MDR-M1 | studio headphones,https://www.head-fi.org/threads/sony-mdr-m1-studio-headphones.974075/
The Lithium Alkali Thread,https://www.head-fi.org/threads/the-lithium-alkali-thread.968945/
Kennerton Rognir Dynamic vs Denon D9200,https://www.head-fi.org/threads/kennerton-rognir-dynamic-vs-denon-d9200.964912/
VZR Model One,https://www.head-fi.org/threads/vzr-model-one.961125/
Ultrasone Fan Club!  (Roll Call),https://www.head-fi.org/threads/ultrasone-fan-club-roll-call.569107/
All things ZMF!,https://www.head-fi.org/threads/all-things-zmf.970275/
Neumann NDH 30,https://www.head-fi.org/threads/neumann-ndh-30.963439/
"STAX SIGMAS COMPARED, LOW BIAS, SIGMA PRO AND SIGMA/404",https://www.head-fi.org/threads/stax-sigmas-compared-low-bias-sigma-pro-and-sigma-404.464873/
The Beyerdynamic DT880 Discussion thread,https://www.head-fi.org/threads/the-beyerdynamic-dt880-discussion-thread.429371/
The Aune's New Generation Full-Size Closed-Back Over-Ear Headphones SR7000 are now available for purchase,https://www.head-fi.org/threads/the-aunes-new-generation-full-size-closed-back-over-ear-headphones-sr7000-are-now-available-for-purchase.974430/
"Focal Stellia Review, Measurements, Interview - Head-Fi TV",https://www.head-fi.org/threads/focal-stellia-review-measurements-interview-head-fi-tv.899912/
Finally.................Sonova Sennheiser releases HD900s,https://www.head-fi.org/threads/finally-sonova-sennheiser-releases-hd900s.976359/
Fiio FT1 Pro,https://www.head-fi.org/threads/fiio-ft1-pro.975086/
"Kennerton ODIN, MAGISTER, VALI, Magni, Gjallarhorn, Rögnir, Thridi, Wodan, Thekk, and Thror Discussion.",https://www.head-fi.org/threads/kennerton-odin-magister-vali-magni-gjallarhorn-r%C3%B6gnir-thridi-wodan-thekk-and-thror-discussion.732814/
Audio Zenith PMx2 Impressions page,https://www.head-fi.org/threads/audio-zenith-pmx2-impressions-page.766713/
Wow! Sennheiser HD 540 Reference are so good.,https://www.head-fi.org/threads/wow-sennheiser-hd-540-reference-are-so-good.670255/
Headphone store in Hong Kong?,https://www.head-fi.org/threads/headphone-store-in-hong-kong.976366/
Focal Elegia - what do you think?,https://www.head-fi.org/threads/focal-elegia-what-do-you-think.890031/
Focal Clear headphones,https://www.head-fi.org/threads/focal-clear-headphones.861727/
TANCHJIM Discussion & Impressions Thread,https://www.head-fi.org/threads/tanchjim-discussion-impressions-thread.975452/
FiiO FT1 PRO,https://www.head-fi.org/threads/fiio-ft1-pro.976355/
Snorry Planar Magnetic Headphones,https://www.head-fi.org/threads/snorry-planar-magnetic-headphones.957434/
Looking for Headphone Recommendations,https://www.head-fi.org/threads/looking-for-headphone-recommendations.976229/
New Dali iO-12 ANC Headphones – Impressions Thread,https://www.head-fi.org/threads/new-dali-io-12-anc-headphones-%E2%80%93-impressions-thread.970380/
Beyerdynamic T5 (3rd Generation),https://www.head-fi.org/threads/beyerdynamic-t5-3rd-generation.940660/
Fostex TH808 :: Impressions Thread,https://www.head-fi.org/threads/fostex-th808-impressions-thread.971523/
Auribus Sierra; the elusive “HD600 with subbass”?,https://www.head-fi.org/threads/auribus-sierra-the-elusive-%E2%80%9Chd600-with-subbass%E2%80%9D.974347/
Focal announcing new wireless headphones soon?,https://www.head-fi.org/threads/focal-announcing-new-wireless-headphones-soon.976196/
Hifiman Edition XS Launched,https://www.head-fi.org/threads/hifiman-edition-xs-launched.960155/
Kaldas Research INOX: The World's First Consumer Closed-Back Electrostatic Headphone,https://www.head-fi.org/threads/kaldas-research-inox-the-worlds-first-consumer-closed-back-electrostatic-headphone.972409/
The Audio Technica collectors thread,https://www.head-fi.org/threads/the-audio-technica-collectors-thread.592247/
Denon AH-D9200 - 2018 Flagship - Impressions Thread,https://www.head-fi.org/threads/denon-ah-d9200-2018-flagship-impressions-thread.882028/
Dan Clark Audio Aeon 2 Noire Discussion/Impressions Thread,https://www.head-fi.org/threads/dan-clark-audio-aeon-2-noire-discussion-impressions-thread.956878/
Kaldas Research RR 1 Conquest ($500 Electrostatic),https://www.head-fi.org/threads/kaldas-research-rr-1-conquest-500-electrostatic.900147/
Audio-Technica ATH-R50x and ATH-R30x Impressions Thread,https://www.head-fi.org/threads/audio-technica-ath-r50x-and-ath-r30x-impressions-thread.976108/
"Moondrop VENUS, PARA (hybrid default pads and EP-100A pads) and COSMO (re-equipped with the Brainwavz Memory Foam Hybrid Earpads XL size and ZMF Universe Lambskin perforated pads) Discussion.",https://www.head-fi.org/threads/moondrop-venus-para-hybrid-default-pads-and-ep-100a-pads-and-cosmo-re-equipped-with-the-brainwavz-memory-foam-hybrid-earpads-xl-size-and-zmf-universe-lambskin-perforated-pads-discussion.970569/
Kiwi Ears Full-Size Headphones [ DISCUSSION ],https://www.head-fi.org/threads/kiwi-ears-full-size-headphones-discussion.975803/
"Grado Reference Series RS1e very low hours, Mint",https://www.head-fi.org/threads/grado-reference-series-rs1e-very-low-hours-mint.976320/
Best replacement pads for vintage AKG K141 Monitor and original K240 600ohm versions,https://www.head-fi.org/threads/best-replacement-pads-for-vintage-akg-k141-monitor-and-original-k240-600ohm-versions.976318/
AudioQuest NightHawk Impressions and Discussion Thread,https://www.head-fi.org/threads/audioquest-nighthawk-impressions-and-discussion-thread.749762/
Sony MDR-MV1,https://www.head-fi.org/threads/sony-mdr-mv1.967749/
Focal Bathys - Wireless ANC Over-Ear Headphone,https://www.head-fi.org/threads/focal-bathys-wireless-anc-over-ear-headphone.965131/
Orthodynamic Roundup,https://www.head-fi.org/threads/orthodynamic-roundup.111193/
Abyss Diana TC - Review,https://www.head-fi.org/threads/abyss-diana-tc-review.961861/
Sennheiser HD565 appreciation and service thread,https://www.head-fi.org/threads/sennheiser-hd565-appreciation-and-service-thread.518202/
Is the Aeon #padgate finally coming to an end?,https://www.head-fi.org/threads/is-the-aeon-padgate-finally-coming-to-an-end.964788/
Meze EMPYREAN II,https://www.head-fi.org/threads/meze-empyrean-ii.970441/
New Koss PRO/4x smashing thread hearing is believing !,https://www.head-fi.org/threads/new-koss-pro-4x-smashing-thread-hearing-is-believing.957328/
"Audio Technica updates their open headphones ""AD"" Series: AD2000x, AD1000x, AD900x, AD700x and AD500x",https://www.head-fi.org/threads/audio-technica-updates-their-open-headphones-ad-series-ad2000x-ad1000x-ad900x-ad700x-and-ad500x.631998/
Best Movies for Headphones?,https://www.head-fi.org/threads/best-movies-for-headphones.840621/
Which to choose: ATH R70X or HD490?,https://www.head-fi.org/threads/which-to-choose-ath-r70x-or-hd490.976276/
K240 vs k240 mkii foam discs question,https://www.head-fi.org/threads/k240-vs-k240-mkii-foam-discs-question.976295/
Edifier spirit stax s5,https://www.head-fi.org/threads/edifier-spirit-stax-s5.974862/
Final SONOROUS III,https://www.head-fi.org/threads/final-sonorous-iii.801075/
"HD600 vs HD650, which one is a keeper for life?",https://www.head-fi.org/threads/hd600-vs-hd650-which-one-is-a-keeper-for-life.960205/
are there quality differences in velour pads?,https://www.head-fi.org/threads/are-there-quality-differences-in-velour-pads.976291/
The ZMF Weight Project,https://www.head-fi.org/threads/the-zmf-weight-project.958605/
Warwick Acoustics APERIO and BRAVURA,https://www.head-fi.org/threads/warwick-acoustics-aperio-and-bravura.963941/
Vegan friendly headphone list,https://www.head-fi.org/threads/vegan-friendly-headphone-list.883890/
Does wide soundstage and sub bass exist in a headphone?,https://www.head-fi.org/threads/does-wide-soundstage-and-sub-bass-exist-in-a-headphone.976256/
Focal Lensys,https://www.head-fi.org/threads/focal-lensys.974424/
Headphones for metal music - ultimate solution,https://www.head-fi.org/threads/headphones-for-metal-music-ultimate-solution.715478/
Am I deaf? - APM vs. High End - nothing!,https://www.head-fi.org/threads/am-i-deaf-apm-vs-high-end-nothing.976273/
Hifiman Ananda,https://www.head-fi.org/threads/hifiman-ananda.879628/
FiiO&JadeAudio Over-Ear Headphones Discussion & Impressions Thread,https://www.head-fi.org/threads/fiio-jadeaudio-over-ear-headphones-discussion-impressions-thread.967407/
Audio-Technica ATH-ADX3000 - Coming in late 2024,https://www.head-fi.org/threads/audio-technica-ath-adx3000-coming-in-late-2024.973804/
LCD-X vs HD800s vs HEDDphone - portable reference mastering,https://www.head-fi.org/threads/lcd-x-vs-hd800s-vs-heddphone-portable-reference-mastering.965816/
= HiFiMAN HE-560 Impressions & Discussion Thread =,https://www.head-fi.org/threads/hifiman-he-560-impressions-discussion-thread.711824/
BEST CABLE FOR SENNHEISER HD600?,https://www.head-fi.org/threads/best-cable-for-sennheiser-hd600.250458/
Audio-Technica ATH-R70x - In-Depth Review & Impressions,https://www.head-fi.org/threads/audio-technica-ath-r70x-in-depth-review-impressions.765004/
Denon AH-7200,https://www.head-fi.org/threads/denon-ah-7200.810889/
Fatal flaw with Audeze EL-8 ???,https://www.head-fi.org/threads/fatal-flaw-with-audeze-el-8.764120/
Pioneer SE-1000 Electrostatic headphones,https://www.head-fi.org/threads/pioneer-se-1000-electrostatic-headphones.976260/
Sony MDR-1AM2 - Impressions Thread,https://www.head-fi.org/threads/sony-mdr-1am2-impressions-thread.869385/
FOSTEX T50RPmk4 RP,https://www.head-fi.org/threads/fostex-t50rpmk4-rp.972600/
The Sennheiser HD580 Impressions Thread,https://www.head-fi.org/threads/the-sennheiser-hd580-impressions-thread.130309/
Monolith M1060C Closed Back Planar Headphones impressions,https://www.head-fi.org/threads/monolith-m1060c-closed-back-planar-headphones-impressions.869648/
The AKG K712 Pro Support and Impressions Thread,https://www.head-fi.org/threads/the-akg-k712-pro-support-and-impressions-thread.659251/
Sennheiser HD800 update leak?,https://www.head-fi.org/threads/sennheiser-hd800-update-leak.976250/
Massdrop x Sennheiser HD 58X Jubilee Review & Measurements,https://www.head-fi.org/threads/massdrop-x-sennheiser-hd-58x-jubilee-review-measurements.867972/
Hifiman HE1000 unveiled,https://www.head-fi.org/threads/hifiman-he1000-unveiled.974283/
Audio-Technica ATH-AP2000Ti - Impressions Thread,https://www.head-fi.org/threads/audio-technica-ath-ap2000ti-impressions-thread.897731/
"Sennheiser HD-25 II, but open?",https://www.head-fi.org/threads/sennheiser-hd-25-ii-but-open.976244/
Denon D2000 Replacement Foam O-Ring's,https://www.head-fi.org/threads/denon-d2000-replacement-foam-o-rings.976245/
"Hifiman Sundara (HE400i upgraded, around $500)",https://www.head-fi.org/threads/hifiman-sundara-he400i-upgraded-around-500.860413/
Beyerdynamic T1 3rd Gen out now,https://www.head-fi.org/threads/beyerdynamic-t1-3rd-gen-out-now.938562/
Sony Z1R....listening impressions only,https://www.head-fi.org/threads/sony-z1r-listening-impressions-only.853330/
Sennheiser HD900,https://www.head-fi.org/threads/sennheiser-hd900.966343/
Focal For Bentley Radiance Headphones,https://www.head-fi.org/threads/focal-for-bentley-radiance-headphones.942341/
Audio-Technica ATH-AD2000 Discussion (and Appreciation) Thread!,https://www.head-fi.org/threads/audio-technica-ath-ad2000-discussion-and-appreciation-thread.353691/
ES Labs ES1a (homage to the Stax SR Omega),https://www.head-fi.org/threads/es-labs-es1a-homage-to-the-stax-sr-omega.924347/
Referencesounds/LFF's modded HE-5 >Code-X< thread,https://www.head-fi.org/threads/referencesounds-lffs-modded-he-5-code-x-thread.679643/
Best hard to drive planars for my Dark Star amp,https://www.head-fi.org/threads/best-hard-to-drive-planars-for-my-dark-star-amp.976231/
***Headphone Stands***,https://www.head-fi.org/threads/headphone-stands.971342/
QUAD ERA-1 Thread,https://www.head-fi.org/threads/quad-era-1-thread.878180/
Final Audio D8000 Planar Magnetic Headphone,https://www.head-fi.org/threads/final-audio-d8000-planar-magnetic-headphone.845567/
Fostex TH-909 review,https://www.head-fi.org/threads/fostex-th-909-review.891732/
AKG K240 Sextett--Grado'd AKG?,https://www.head-fi.org/threads/akg-k240-sextett-gradod-akg.243339/
Hifiman Mini Shangri-la,https://www.head-fi.org/threads/hifiman-mini-shangri-la.972837/
Show us your vintage headphones!,https://www.head-fi.org/threads/show-us-your-vintage-headphones.420490/
AKG N9 Hybrid,https://www.head-fi.org/threads/akg-n9-hybrid.974456/
The new 50mm Kiwi Ears Ellipse Headphone,https://www.head-fi.org/threads/the-new-50mm-kiwi-ears-ellipse-headphone.976233/
DENON AH-D5000 replacement pad,https://www.head-fi.org/threads/denon-ah-d5000-replacement-pad.712658/
Battle Of The Flagships (58 Headphones Compared),https://www.head-fi.org/threads/battle-of-the-flagships-58-headphones-compared.634201/
Oppo PM2 help please?,https://www.head-fi.org/threads/oppo-pm2-help-please.976223/
HIFIMAN HE-R10 Planar & Dynamic - Quick Impressions,https://www.head-fi.org/threads/hifiman-he-r10-planar-dynamic-quick-impressions.939994/
Repairing a Stax SR-40,https://www.head-fi.org/threads/repairing-a-stax-sr-40.250525/
HIFIMAN HE-R10 Closed-Back Headphones Discussion & Impressions,https://www.head-fi.org/threads/hifiman-he-r10-closed-back-headphones-discussion-impressions.939483/
Fostex T50RP 50th Anniversary Edition,https://www.head-fi.org/threads/fostex-t50rp-50th-anniversary-edition.969478/
Meze : POET (mini review),https://www.head-fi.org/threads/meze-poet-mini-review.975949/
"FIIO’s innovative sub brand, SNOWSKY On-Ear Headphones WIND come out!",https://www.head-fi.org/threads/fiio%E2%80%99s-innovative-sub-brand-snowsky-on-ear-headphones-wind-come-out.975160/
What are the archetypical headphones in each sonic category?,https://www.head-fi.org/threads/what-are-the-archetypical-headphones-in-each-sonic-category.976207/
Audio-Technica ATH-WP900,https://www.head-fi.org/threads/audio-technica-ath-wp900.925199/
Yamaha 5000SE for $3000 Ebay ?,https://www.head-fi.org/threads/yamaha-5000se-for-3000-ebay.976201/
Upgrade to the Custom One Pro?,https://www.head-fi.org/threads/upgrade-to-the-custom-one-pro.976199/
Spirit Torino Radiante - A unique and premium closed-back headphone,https://www.head-fi.org/threads/spirit-torino-radiante-a-unique-and-premium-closed-back-headphone.923481/
The (Fake) Club of Low-Volume Listeners: Join Us If You Can Hear Us :),https://www.head-fi.org/threads/the-fake-club-of-low-volume-listeners-join-us-if-you-can-hear-us.976173/
Denon AH-D5200 fit question,https://www.head-fi.org/threads/denon-ah-d5200-fit-question.976181/
"Are Planar Magnetic headphones really better than dynamic one's, or is there a fundamental misconception going on?",https://www.head-fi.org/threads/are-planar-magnetic-headphones-really-better-than-dynamic-ones-or-is-there-a-fundamental-misconception-going-on.960583/
Which Headphones to Evaluate New Music?,https://www.head-fi.org/threads/which-headphones-to-evaluate-new-music.976111/
New JVC Wood - HA-SW01 and HA-SW02,https://www.head-fi.org/threads/new-jvc-wood-ha-sw01-and-ha-sw02.792512/
Hifiman Ananda Stealth Magnet Version,https://www.head-fi.org/threads/hifiman-ananda-stealth-magnet-version.961434/
Fostex TH616 - A 50th Anniversary Wood Masterpiece,https://www.head-fi.org/threads/fostex-th616-a-50th-anniversary-wood-masterpiece.969925/
A second headphone,https://www.head-fi.org/threads/a-second-headphone.976118/
Sony DR-Z6 (Vintage),https://www.head-fi.org/threads/sony-dr-z6-vintage.479489/
How to evaluate used pair of LCD-X?,https://www.head-fi.org/threads/how-to-evaluate-used-pair-of-lcd-x.975671/
Hifiman Arya Unveiled vs HE1000 Stealth vs HE1000 SE,https://www.head-fi.org/threads/hifiman-arya-unveiled-vs-he1000-stealth-vs-he1000-se.975248/
Meze 99 Classics Discussion + Impressions Thread,https://www.head-fi.org/threads/meze-99-classics-discussion-impressions-thread.794593/
Yamaha HPH-MT8 studio monitor headphones,https://www.head-fi.org/threads/yamaha-hph-mt8-studio-monitor-headphones.827438/
RockOnAv.com - New HONEST Dealer that I love!!!,https://www.head-fi.org/threads/rockonav-com-new-honest-dealer-that-i-love.976131/
Edifier Stax Spirit S3,https://www.head-fi.org/threads/edifier-stax-spirit-s3.963490/
The Mod Collective: Bring all your full sized headphone mods here.,https://www.head-fi.org/threads/the-mod-collective-bring-all-your-full-sized-headphone-mods-here.867426/
Take Photos of the SR7000 to Win a Prize Here!,https://www.head-fi.org/threads/take-photos-of-the-sr7000-to-win-a-prize-here.975854/
need a new set of headphones with mic,https://www.head-fi.org/threads/need-a-new-set-of-headphones-with-mic.976137/
New Beyerdynamic T1  (2nd Generation),https://www.head-fi.org/threads/new-beyerdynamic-t1-2nd-generation.776332/
Cascade Headphone by Campfire Audio,https://www.head-fi.org/threads/cascade-headphone-by-campfire-audio.871210/
Sony MDR-M1 vs Sony M1ST,https://www.head-fi.org/threads/sony-mdr-m1-vs-sony-m1st.974529/
Is $2000 The Hi-End Headphone Sweet Spot in Mid-2024?,https://www.head-fi.org/threads/is-2000-the-hi-end-headphone-sweet-spot-in-mid-2024.973083/
"Full Size, Big Cups, Over Ear, Closed, Replaceable Cable, Easy to drive (portable), 3.5mm, comfortable & good passive isolation with still good sound quality - Does it exist <$500?",https://www.head-fi.org/threads/full-size-big-cups-over-ear-closed-replaceable-cable-easy-to-drive-portable-3-5mm-comfortable-good-passive-isolation-with-still-good-sound-quality-does-it-exist-500.976120/
ZMF Bokeh Review - The Turntable of Headphones?,https://www.head-fi.org/threads/zmf-bokeh-review-the-turntable-of-headphones.970815/
post your grado mods....,https://www.head-fi.org/threads/post-your-grado-mods.119314/
LCD-X vs HE1000se,https://www.head-fi.org/threads/lcd-x-vs-he1000se.971310/
Fostex TH900 MkII,https://www.head-fi.org/threads/fostex-th900-mkii.792012/
Focal Elear - Impressions Thread,https://www.head-fi.org/threads/focal-elear-impressions-thread.811961/
Recommendations welcome!,https://www.head-fi.org/threads/recommendations-welcome.976078/
Fostex TH1100RP open and TH1000RP closed premium planar headphones,https://www.head-fi.org/threads/fostex-th1100rp-open-and-th1000rp-closed-premium-planar-headphones.973501/
Beyerdynamic DT1770 Pro MKII,https://www.head-fi.org/threads/beyerdynamic-dt1770-pro-mkii.974645/
The most unforgiving headphone?,https://www.head-fi.org/threads/the-most-unforgiving-headphone.975572/
