sentence_id,token,label
239,hifiman,B-BRAND
239,edition,O
239,xs,O
239,launched,O
240,beyerdynamic,O
240,dt,O
240,pro,O
240,ohm,O
240,thread,O
241,comparing,O
241,closedback,O
241,headphones,O
241,dan,O
241,clark,O
241,audio,O
241,e,O
241,noire,O
241,x,O
241,aeon,O
241,noire,O
242,new,O
242,beyerdynamic,O
242,pro,O
242,x,O
242,line,O
242,dt,O
242,pro,O
242,x,O
242,dt,O
242,pro,O
242,x,O
243,fostex,B-BRAND
243,trpmk,O
243,rp,O
244,hifiman,B-BRAND
244,he,O
244,unveiled,O
245,philips,O
245,fidelio,B-BRAND
245,x,O
246,lithium,O
246,alkali,O
246,thread,O
247,beyerdynamic,O
247,dt,O
247,pro,O
247,x,O
247,vs,O
247,dt,O
247,pro,O
248,go,O
248,overtheear,O
248,emotionally,O
248,charged,O
248,orchestral,O
248,beethoven,O
248,dvorak,O
248,miyazaki,O
248,jon,O
248,williams,O
248,hans,O
248,zimmer,O
249,need,O
249,sennheiser,B-BRAND
249,hdss,O
249,series,O
249,headphone,O
251,ether,O
251,impressions,O
251,discussion,O
253,fiio,B-BRAND
253,halting,O
253,future,O
253,shipmentssales,O
253,us,O
254,help,O
254,ear,O
254,cup,O
254,sizing,O
254,closed,O
254,back,O
254,headphones,O
254,seems,O
254,may,O
254,largish,O
254,ears,O
255,tanchjim,O
255,discussion,O
255,impressions,O
255,thread,O
256,beyerdynamic,O
256,dt,O
256,pro,O
256,dt,O
256,pro,O
256,mk,O
256,ii,O
256,impressions,O
256,thread,O
257,sony,B-BRAND
257,mdr,O
257,ma,O
257,impressions,O
257,thread,O
258,hds,O
258,classic,O
258,ore,O
258,better,O
259,koss,B-BRAND
259,esp,O
259,electrostats,O
259,worth,O
260,focal,B-BRAND
260,clear,I-BRAND
260,mg,O
260,review,O
260,measurements,O
263,meze,B-BRAND
263,pro,O
263,vs,O
264,info,O
264,vintage,O
264,aiwa,O
264,cans,O
265,arya,B-BRAND
265,stealth,I-BRAND
265,sidegrade,O
266,sony,B-BRAND
266,drs,O
267,basshead,O
268,rank,O
268,headphones,O
269,akg,B-BRAND
269,k,O
269,vs,O
269,k,O
269,pro,O
270,dunu,O
270,arashi,O
271,new,O
271,adam,O
271,audio,O
271,h,O
271,closedback,O
271,studio,O
271,headphones,O
272,meze,B-BRAND
272,aer,O
272,aune,O
272,ar,O
272,ft,O
272,pro,O
272,open,O
272,sennheiser,B-BRAND
272,hd,I-BRAND
274,successor,O
274,similar,O
274,sound,O
274,signature,O
274,campfire,O
274,audio,O
274,cascade,O
275,audeze,B-BRAND
275,lcdc,O
275,classic,O
275,impressions,O
275,thread,O
276,sony,B-BRAND
276,mdrzm,O
276,headphone,O
276,thread,O
278,best,O
278,bowl,O
278,type,O
278,earpads,O
278,grado,B-BRAND
278,x,O
280,audeze,B-BRAND
280,mmseries,O
280,mm,O
281,akgs,O
281,new,O
281,k,O
282,kennerton,O
282,rognir,O
282,dynamic,O
282,vs,O
282,denon,B-BRAND
282,d,O
284,finallysonova,O
284,sennheiser,B-BRAND
284,releases,O
284,hds,O
285,audio,O
285,zenith,O
285,pmx,O
285,impressions,O
285,page,O
286,headphone,O
286,store,O
286,hong,O
286,kong,O
287,fiio,B-BRAND
287,ft,O
287,pro,O
288,looking,O
288,headphone,O
288,recommendations,O
290,focal,B-BRAND
290,announcing,O
290,new,O
290,wireless,O
290,headphones,O
290,soon,O
291,audio,O
291,technica,B-BRAND
291,collectors,O
291,thread,O
293,best,O
293,replacement,O
293,pads,O
293,vintage,O
293,akg,B-BRAND
293,k,O
293,monitor,O
293,original,O
293,k,O
293,ohm,O
293,versions,O
294,abyss,O
294,diana,O
294,tc,O
294,review,O
295,sennheiser,B-BRAND
295,hd,I-BRAND
295,appreciation,O
295,service,O
295,thread,O
296,aeon,O
296,padgate,O
296,finally,O
296,coming,O
296,end,O
298,audio,O
298,technica,B-BRAND
298,updates,O
298,open,O
298,headphones,O
298,ad,O
298,series,O
298,adx,O
298,adx,O
298,adx,O
298,adx,O
298,adx,O
299,choose,O
299,ath,O
299,rx,O
299,hd,B-BRAND
300,k,O
300,vs,O
300,k,O
300,mkii,O
300,foam,O
300,discs,O
300,question,O
301,final,O
301,sonorous,O
301,iii,O
302,hd,B-BRAND
302,vs,O
302,hd,B-BRAND
302,one,O
302,keeper,O
302,life,O
303,quality,O
303,differences,O
303,velour,O
303,pads,O
305,deaf,O
305,apm,O
305,vs,O
305,high,O
305,end,O
305,nothing,O
306,fiiojadeaudio,O
306,overear,O
306,headphones,O
306,discussion,O
306,impressions,O
306,thread,O
307,lcdx,O
307,vs,O
307,hds,O
307,vs,O
307,heddphone,O
307,portable,O
307,reference,O
307,mastering,O
308,hifiman,B-BRAND
308,he,O
308,impressions,O
308,discussion,O
308,thread,O
309,best,O
309,cable,O
309,sennheiser,B-BRAND
309,hd,I-BRAND
310,fatal,O
310,flaw,O
310,audeze,B-BRAND
310,el,O
311,pioneer,B-BRAND
311,se,O
311,electrostatic,O
311,headphones,O
312,sony,B-BRAND
312,mdram,O
312,impressions,O
312,thread,O
313,akg,B-BRAND
313,k,O
313,pro,O
313,support,O
313,impressions,O
313,thread,O
315,massdrop,O
315,x,O
315,sennheiser,B-BRAND
315,hd,I-BRAND
315,x,O
315,jubilee,O
315,review,O
315,measurements,O
318,sennheiser,B-BRAND
318,hd,I-BRAND
319,audiotechnica,B-BRAND
319,athad,O
319,discussion,O
319,appreciation,O
319,thread,O
320,es,O
320,labs,O
320,esa,O
320,homage,O
320,stax,B-BRAND
320,sr,O
320,omega,O
321,referencesoundslffs,O
321,modded,O
321,he,O
321,codex,O
321,thread,O
325,akg,B-BRAND
325,k,O
325,sextettgradod,O
325,akg,B-BRAND
326,hifiman,B-BRAND
326,mini,O
326,shangrila,O
327,new,O
327,mm,O
327,kiwi,O
327,ears,O
327,ellipse,O
327,headphone,O
328,denon,B-BRAND
328,ahd,O
328,replacement,O
328,pad,O
329,battle,O
329,flagships,O
329,headphones,O
329,compared,O
331,hifiman,B-BRAND
331,her,O
331,planar,B-BRAND
331,dynamic,O
331,quick,O
331,impressions,O
333,archetypical,O
333,headphones,O
333,sonic,O
333,category,O
334,audiotechnica,B-BRAND
334,athwp,O
335,yamaha,O
335,se,O
335,ebay,O
336,upgrade,O
336,custom,O
336,one,O
336,pro,O
337,spirit,O
337,torino,O
337,radiante,O
337,unique,O
337,premium,O
337,closedback,O
337,headphone,O
338,denon,B-BRAND
338,ahd,O
338,fit,O
338,question,O
339,headphones,O
339,evaluate,O
339,new,O
339,music,O
340,fostex,B-BRAND
340,th,O
340,th,O
340,anniversary,O
340,wood,O
340,masterpiece,O
342,sony,B-BRAND
342,drz,O
342,vintage,O
344,yamaha,O
344,hphmt,O
344,studio,O
344,monitor,O
344,headphones,O
345,rockonavcom,O
345,new,O
345,honest,O
345,dealer,O
345,love,O
346,edifier,O
346,stax,B-BRAND
346,spirit,O
346,s,O
347,take,O
347,photos,O
347,sr,O
347,win,O
347,prize,O
348,need,O
348,new,O
348,set,O
348,headphones,O
348,mic,O
349,new,O
349,beyerdynamic,O
349,t,O
349,nd,O
349,generation,O
350,sony,B-BRAND
350,mdrm,O
350,vs,O
350,sony,B-BRAND
350,mst,O
352,full,O
352,size,O
352,big,O
352,cups,O
352,ear,O
352,closed,O
352,replaceable,O
352,cable,O
352,easy,O
352,drive,O
352,portable,O
352,mm,O
352,comfortable,O
352,good,O
352,passive,O
352,isolation,O
352,still,O
352,good,O
352,sound,O
352,quality,O
352,exist,O
353,zmf,B-BRAND
353,bokeh,O
353,review,O
353,turntable,O
353,headphones,O
355,lcdx,O
355,vs,O
355,hese,O
356,focal,B-BRAND
356,elear,O
356,impressions,O
356,thread,O
357,recommendations,O
357,welcome,O
358,beyerdynamic,O
358,dt,O
358,pro,O
358,mkii,O
359,unforgiving,O
359,headphone,O
360,ft,O
360,pro,O
360,dac,B-BRAND
360,pairing,O
361,drop,O
361,ultrasone,B-BRAND
361,signature,O
361,x,O
361,headphones,O
361,discussion,O
362,focal,B-BRAND
362,celestee,O
362,new,O
362,closedback,O
362,headphone,O
363,hd,B-BRAND
363,vs,O
363,hd,B-BRAND
364,beyerdynamic,O
364,dt,O
364,product,O
364,info,O
364,discussion,O
364,impressions,O
365,fostex,B-BRAND
365,x,O
365,massdrop,O
365,thx,O
365,review,O
366,new,O
366,jvc,O
366,victor,O
366,woodies,O
366,hawm,O
367,hasnt,O
367,sennheiser,B-BRAND
367,hes,O
367,sound,O
367,cloned,O
367,much,O
367,cheaper,O
367,price,O
368,massdrop,O
368,x,O
368,focal,B-BRAND
368,elex,O
368,review,O
368,measurements,O
370,bose,B-BRAND
370,quietcomfort,O
370,ultra,O
371,audeze,B-BRAND
371,lcd,O
371,xc,O
371,wrecking,O
371,havoc,O
371,ears,O
371,tinniuts,O
371,increased,O
371,substatially,O
372,something,O
372,wrong,O
372,bass,O
372,headphones,O
374,koss,B-BRAND
374,kph,O
374,aggressive,O
374,next,O
375,stax,B-BRAND
376,vmoda,O
376,crossfade,O
376,wireless,O
377,sennheiser,B-BRAND
377,hd,I-BRAND
377,copper,O
377,edition,O
378,audiotechnica,B-BRAND
378,athawas,O
378,announcement,O
378,thread,O
379,hifiman,B-BRAND
379,isvarna,O
379,closed,O
379,back,O
379,hybrid,O
380,nongrado,O
380,driver,O
380,grado,B-BRAND
380,thread,O
381,closedback,O
381,headphone,O
381,suggestions,O
381,naim,O
381,uniti,O
381,atom,O
382,new,O
382,austrian,O
382,audio,O
382,hix,O
383,history,O
383,orthodynamic,O
383,planarmagnetic,O
383,headphones,O
384,lcd,O
384,cable,O
386,headphone,O
386,year,O
387,important,O
387,audio,O
387,quality,O
387,huge,O
387,protection,O
387,hearing,O
388,ultrasone,B-BRAND
388,signature,O
388,fusion,O
388,open,O
388,back,O
389,beyerdynamic,O
389,dt,O
389,dt,O
389,dt,O
390,mrspeakers,O
390,ether,O
390,cx,O
390,massdrop,O
391,beyerdynamic,O
391,dt,O
391,arrives,O
392,didnt,O
392,enjoy,O
392,arya,B-BRAND
392,stealth,I-BRAND
392,advice,O
393,shure,B-BRAND
393,srh,O
393,thoughts,O
394,basslight,O
394,closed,O
394,headphones,O
394,sensitive,O
394,ears,O
395,mr,O
395,speakers,O
395,voce,O
395,electrostatic,O
395,headphone,O
395,thread,O
396,impression,O
396,hd,B-BRAND
396,vs,O
396,hds,O
396,better,O
396,ampdac,O
396,change,O
397,hds,O
398,sony,B-BRAND
398,mdr,O
400,anyone,O
400,else,O
400,using,O
400,denon,B-BRAND
400,sh,O
401,apos,O
401,x,O
401,audiotechnica,B-BRAND
401,athrx,O
401,refine,O
401,impressions,O
402,fiio,B-BRAND
402,ft,O
402,incoming,O
403,ultrasone,B-BRAND
403,pro,O
403,i,O
403,impressions,O
404,popular,O
404,headphones,O
404,professional,O
404,recording,O
404,studios,O
405,new,O
405,kiwi,O
405,ears,O
405,ardor,O
